"","list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender","truck_det_acc","location_error","trial_n_block","block","trial_n","x","y","fixations","center_low","fixation_error","fixation_prediction","age_group"
"6218","lists/35/stimuli_position_map_1_seq_1.csv","2.29264996246027","151.840336134454","241.840336134454","61.8403361344538","low","truck_det","131.425794026385","None","0","",0,0,NA,"google_map_1.png","20.4145421080686","1","truck_3.png","None","None","space","None","truck_3.png",NA,"",35,"r",NA,"encoding","",26,"m",1,NA,17,1,32,1088.30004882812,872.200012207031,291.117221810241,"151.840336134454",159.691427783856,139.276885675787,"YA"
"6319","lists/35/stimuli_position_map_1_seq_1.csv","5.38929060741449","151.840336134454","241.840336134454","61.8403361344538","high","target","308.940225902741","human-made","0","",0,0,NA,"google_map_1.png","157.099889768288","1","objects/1/1_38.jpg","0.0","None","None","Bag_Gift.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,18,1,33,NA,NA,NA,"151.840336134454",NA,NA,"YA"
"6425","lists/35/stimuli_position_map_1_seq_1.csv","2.80664985994398","151.840336134454","331.840336134454","227.260504201681","singletons","singletons","160.890756302521","human-made","0","",0,0,NA,"google_map_1.png","None","1","objects/1/1_83.jpg","0.0","None","None","HairDryer.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,19,1,34,743.200012207031,339.299987792969,137.208392330525,"151.840336134454",23.6823639719958,14.6319438039288,"YA"
"6623","lists/35/stimuli_position_map_1_seq_1.csv","2.72845019678547","151.840336134454","241.840336134454","61.8403361344538","low","target","156.407973064135","natural","0","",NA,NA,NA,"google_map_1.png","4.56763692968144","1","objects/1/1_98.jpg","1.0","","","Toy_DonkeyFur.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,21,1,35,691.5,452.399993896484,161.930721827307,"151.840336134454",5.52274876317213,10.0903856928531,"YA"
"6720","lists/35/stimuli_position_map_1_seq_1.csv","2.73954834700408","151.840336134454","241.840336134454","61.8403361344538","low","target","157.044172758196","natural","0","",0,0,NA,"google_map_1.png","5.2038366237421","1","objects/1/1_114.jpg","0.0","None","None","Bird_Toucan.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,22,1,36,664.299987792969,489.700012207031,170.346119532043,"151.840336134454",13.3019467738465,18.5057833975885,"YA"
"6821","lists/35/stimuli_position_map_1_seq_1.csv","3.67773291074792","151.840336134454","241.840336134454","61.8403361344538","medium","target","210.825453482365","human-made","0","",0,0,NA,"google_map_1.png","58.985117347911","1","objects/1/1_20.jpg","0.0","None","None","DogHouse.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,23,1,37,624.5,617.400024414062,192.990878944678,"151.840336134454",17.8345745376872,41.1505428102238,"YA"
"6922","lists/35/stimuli_position_map_1_seq_1.csv","5.17784063738193","151.840336134454","241.840336134454","61.8403361344538","high","target","296.818890041003","natural","0","",0,0,NA,"google_map_1.png","144.978553906549","1","objects/1/1_24.jpg","0.0","None","None","RamAnimal.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,24,1,38,717.299987792969,499.899993896484,170.61808924207,"151.840336134454",126.200800798933,18.777753107616,"YA"
"7023","lists/35/stimuli_position_map_1_seq_1.csv","2.97875754127746","151.840336134454","241.840336134454","61.8403361344538","low","truck_det","170.756801729281","None","0","",0,0,NA,"google_map_1.png","18.9164655948271","1","truck_6.png","None","None","space","None","truck_6.png",NA,"",35,"r",NA,"encoding","",26,"m",1,NA,25,1,39,716.299987792969,409.100006103516,151.758163934402,"151.840336134454",18.9986377948792,0.0821722000522129,"YA"
"7121","lists/35/stimuli_position_map_1_seq_1.csv","2.87780798182516","151.840336134454","241.840336134454","61.8403361344538","low","target","164.969884308449","human-made","0","",0,0,NA,"google_map_1.png","13.129548173995","1","objects/1/1_47.jpg","1.0","None","None","PaperTowel_Kitchen.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,26,1,40,683.799987792969,486.700012207031,169.077549061139,"151.840336134454",4.10766475268966,17.2372129266847,"YA"
"7224","lists/35/stimuli_position_map_1_seq_1.csv","5.11921842524437","151.840336134454","241.840336134454","61.8403361344538","high","target","293.458381064964","human-made","0","",0,0,NA,"google_map_1.png","141.61804493051","1","objects/1/1_34.jpg","0.0","None","None","Pencil.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,27,1,41,692,510.299987792969,173.6762315451,"151.840336134454",119.782149519864,21.8358954106457,"YA"
"7320","lists/35/stimuli_position_map_1_seq_1.csv","2.77361817817062","151.840336134454","241.840336134454","61.8403361344538","low","target","158.997220404685","human-made","0","",0,0,NA,"google_map_1.png","7.15688427023128","1","objects/1/1_52.jpg","0.0","None","None","Sink_Bathroom.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,28,1,42,692.400024414062,484.399993896484,168.262492725261,"151.840336134454",9.26527232057603,16.422156590807,"YA"
"7419","lists/35/stimuli_position_map_1_seq_1.csv","4.4201049404324","151.840336134454","241.840336134454","61.8403361344538","medium","target","253.381811871921","natural","0","",0,0,NA,"google_map_1.png","101.541475737467","1","objects/1/1_70.jpg","0.0","None","None","Radish.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,29,1,43,677.200012207031,456.299987792969,163.512882630317,"151.840336134454",89.868929241604,11.672546495863,"YA"
"7525","lists/35/stimuli_position_map_1_seq_1.csv","2.2850542710831","151.840336134454","241.840336134454","61.8403361344538","low","target","130.990372227694","human-made","0","",0,0,NA,"google_map_1.png","20.8499639067602","1","objects/1/1_76.jpg","0.0","None","None","Binder.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,30,1,44,699,490.299987792969,169.218725838563,"151.840336134454",38.2283536108689,17.3783897041089,"YA"
"7631","lists/35/stimuli_position_map_1_seq_1.csv","2.91190289449113","151.840336134454","151.840336134454","296.647058823529","singletons","singletons","166.924369747899","human-made","0","",0,0,NA,"google_map_1.png","None","1","objects/1/1_112.jpg","0.0","None","None","Wheel_Steering.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,31,1,45,1049.90002441406,362.700012207031,63.1126958748762,"151.840336134454",103.811673873023,88.7276402595778,"YA"
"7727","lists/35/stimuli_position_map_1_seq_1.csv","2.79426159119239","151.840336134454","241.840336134454","61.8403361344538","low","truck_det","160.180600768991","None","0","",0,1,NA,"google_map_1.png","8.34026463453691","1","truck_2.png","None","None","None","None","truck_2.png",NA,"",35,"r",NA,"encoding","",26,"m",1,NA,32,1,46,688.599975585938,311.600006103516,139.917303462315,"151.840336134454",20.2632973066757,11.9230326721387,"YA"
"7926","lists/35/stimuli_position_map_1_seq_1.csv","3.47140950418092","151.840336134454","241.840336134454","61.8403361344538","low","target","198.997997054957","human-made","1","",NA,NA,NA,"google_map_1.png","47.1576609205035","1","objects/2/2_78.jpg","1.0","","","Chair_Car.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,34,1,47,726.5,421.799987792969,153.151015474015,"151.840336134454",45.8469815809424,1.31067933956058,"YA"
"8127","lists/35/stimuli_position_map_1_seq_1.csv","2.8503958157162","151.840336134454","241.840336134454","61.8403361344538","low","target","163.398486251247","human-made","1","",NA,NA,NA,"google_map_1.png","11.5581501167933","1","objects/2/2_86.jpg","1.0","","","Envelope_Letter.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,36,1,48,649.099975585938,548.299987792969,181.52924189106,"151.840336134454",18.1307556398133,29.6889057566063,"YA"
"8229","lists/35/stimuli_position_map_1_seq_1.csv","4.23950992259318","151.840336134454","241.840336134454","61.8403361344538","medium","target","243.029231231456","human-made","0","",0,0,NA,"google_map_1.png","91.1888950970024","1","objects/1/1_93.jpg","0.0","None","None","CookieCutter_Tree.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,37,1,49,704.5,461.399993896484,162.900421450277,"151.840336134454",80.128809781179,11.0600853158231,"YA"
"8331","lists/35/stimuli_position_map_1_seq_1.csv","2.28038468720822","151.840336134454","151.840336134454","115.638655462185","singletons","singletons","130.72268907563","natural","0","",0,0,NA,"google_map_1.png","None","1","objects/1/1_46.jpg","0.0","None","None","PlantPotted.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,38,1,50,999,824.900024414062,277.794778824337,"151.840336134454",147.072089748707,125.954442689883,"YA"
"8433","lists/35/stimuli_position_map_1_seq_1.csv","2.42174436327857","151.840336134454","241.840336134454","61.8403361344538","low","truck_det","138.826109996861","None","0","",0,1,NA,"google_map_1.png","13.0142261375928","1","truck_5.png","None","None","None","None","truck_5.png",NA,"",35,"r",NA,"encoding","",26,"m",1,NA,39,1,51,711.5,387,148.379635304868,"151.840336134454",9.55352530800681,3.46070082958619,"YA"
"8527","lists/35/stimuli_position_map_1_seq_1.csv","6.2723646955274","151.840336134454","241.840336134454","61.8403361344538","high","target","359.562307386921","natural","0","",0,0,NA,"google_map_1.png","152.278028747533","1","objects/1/1_100.jpg","0.0","None","None","Kangaroo.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,40,1,52,708.900024414062,464.600006103516,163.286102928055,"151.840336134454",163.723795541134,11.4457667936007,"YA"
"8630","lists/35/stimuli_position_map_1_seq_1.csv","4.6764922108164","151.840336134454","241.840336134454","61.8403361344538","medium","target","268.079171320686","human-made","0","",0,0,NA,"google_map_1.png","116.238835186232","1","objects/1/1_22.jpg","0.0","None","None","CompassCardinal.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,41,1,53,758,437.700012207031,153.140723418892,"151.840336134454",114.938447901794,1.30038728443827,"YA"
"8733","lists/35/stimuli_position_map_1_seq_1.csv","2.79644216418751","151.840336134454","241.840336134454","61.8403361344538","low","target","160.30560176871","human-made","0","",0,0,NA,"google_map_1.png","8.46526563425674","1","objects/1/1_23.jpg","0.0","None","None","Helmet_Construction.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,42,1,54,787.599975585938,415.200012207031,144.099305920478,"151.840336134454",16.2062958482322,7.74103021397622,"YA"
"8834","lists/35/stimuli_position_map_1_seq_1.csv","0.964721755368814","151.840336134454","331.840336134454","281.563025210084","singletons","singletons","55.3025210084034","natural","0","",0,0,NA,"google_map_1.png","None","1","objects/1/1_67.jpg","0.0","None","None","Hedgehog.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,43,1,55,755.5,371.799987792969,140.562910117875,"151.840336134454",85.2603891094711,11.2774260165795,"YA"
"8932","lists/35/stimuli_position_map_1_seq_1.csv","5.57334381656377","151.840336134454","241.840336134454","61.8403361344538","high","target","319.491046809388","human-made","0","",0,0,NA,"google_map_1.png","167.650710674934","1","objects/1/1_64.jpg","0.0","None","None","FloorTile.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,44,1,56,689.599975585938,417.200012207031,155.575209642868,"151.840336134454",163.91583716652,3.73487350841356,"YA"
"9035","lists/35/stimuli_position_map_1_seq_1.csv","3.94504272067109","151.840336134454","241.840336134454","61.8403361344538","medium","target","226.148945770954","natural","0","",0,0,NA,"google_map_1.png","74.3086096365005","1","objects/1/1_75.jpg","0.0","None","None","Teardrop.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,45,1,57,723,447,158.574706201913,"151.840336134454",67.5742395690414,6.73437006745863,"YA"
"9133","lists/35/stimuli_position_map_1_seq_1.csv","2.58493712374242","151.840336134454","241.840336134454","61.8403361344538","low","truck_det","148.181109004343","None","0","",0,1,NA,"google_map_1.png","3.65922713011092","1","truck_2.png","None","None","space","None","truck_2.png",NA,"",35,"r",NA,"encoding","",26,"m",1,NA,46,1,58,675.900024414062,462.200012207031,164.685172594585,"151.840336134454",16.5040635902416,12.8448364601306,"YA"
"9231","lists/35/stimuli_position_map_1_seq_1.csv","2.42798349843853","151.840336134454","241.840336134454","61.8403361344538","low","target","139.183767426412","natural","0","",0,0,NA,"google_map_1.png","12.6565687080414","1","objects/1/1_94.jpg","0.0","None","None","Avocado.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,47,1,59,NA,NA,NA,"151.840336134454",NA,NA,"YA"
"9333","lists/35/stimuli_position_map_1_seq_1.csv","5.43797572362278","151.840336134454","61.8403361344538","248.378151260504","singletons","singletons","311.731092436975","human-made","0","",0,0,NA,"google_map_1.png","None","1","objects/1/1_16.jpg","0.0","None","None","Triangle.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,48,1,60,926.099975585938,411.399993896484,104.767693180952,"151.840336134454",153.036600743977,47.0726429535017,"YA"
"9529","lists/35/stimuli_position_map_1_seq_1.csv","3.16515159927503","151.840336134454","241.840336134454","61.8403361344538","low","target","181.441811423409","natural","0","",NA,NA,NA,"google_map_1.png","29.6014752889557","1","objects/1/1_8.jpg","1.0","","","Seahorse.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,50,1,61,686.200012207031,473.5,166.348451103818,"151.840336134454",15.0933603195909,14.5081149693641,"YA"
"9731","lists/35/stimuli_position_map_1_seq_1.csv","2.45111711574769","151.840336134454","241.840336134454","61.8403361344538","low","target","140.509898354963","human-made","1","",NA,NA,NA,"google_map_1.png","11.3304377794908","1","objects/1/1_61.jpg","1.0","","","Cage_Bird.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,52,1,62,692.5,414.299987792969,154.830859391914,"151.840336134454",14.3209610369513,2.99052325746032,"YA"
"9832","lists/35/stimuli_position_map_1_seq_1.csv","3.11319261453157","151.840336134454","241.840336134454","61.8403361344538","low","target","178.463270896714","human-made","0","",0,0,NA,"google_map_1.png","26.6229347622606","1","objects/1/1_115.jpg","0.0","None","None","Glass_Cup.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,53,1,63,701.099975585938,447.600006103516,160.358797213124,"151.840336134454",18.1044736835902,8.51846107866979,"YA"
"9937","lists/35/stimuli_position_map_1_seq_1.csv","3.33291503267974","151.840336134454","151.840336134454","7.03361344537815","singletons","singletons","191.058823529412","natural","0","",0,0,NA,"google_map_1.png","None","1","objects/1/1_9.jpg","0.0","None","None","Lobster.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,54,1,64,788.900024414062,649.200012207031,212.546972608442,"151.840336134454",21.4881490790304,60.7066364739884,"YA"
"10231","lists/35/stimuli_position_map_1_seq_2.csv","4.39672291809971","241.840336134454","331.840336134454","151.840336134454","low","first7","252.041441164951","natural","0","",NA,NA,NA,"google_map_1.png","10.2011050304976","2","objects/1/1_99.jpg","1.0","","","Peach.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,2,1,65,NA,NA,NA,"241.840336134454",NA,NA,"YA"
"10432","lists/35/stimuli_position_map_1_seq_2.csv","3.92066549108335","241.840336134454","331.840336134454","151.840336134454","low","first7","224.751524966561","natural","0","",NA,NA,NA,"google_map_1.png","17.0888111678925","2","objects/2/2_54.jpg","1.0","","","Pineapple.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,4,1,66,NA,NA,NA,"241.840336134454",NA,NA,"YA"
"10525","lists/35/stimuli_position_map_1_seq_2.csv","4.0954376211318","241.840336134454","331.840336134454","151.840336134454","low","first7","234.770309491632","natural","0","",0,0,NA,"google_map_1.png","7.07002664282188","2","objects/1/1_118.jpg","1.0","None","None","Bone.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,5,1,67,NA,NA,NA,"241.840336134454",NA,NA,"YA"
"10733","lists/35/stimuli_position_map_1_seq_2.csv","4.10650744933185","241.840336134454","331.840336134454","151.840336134454","low","first7","235.404885630488","natural","1","",NA,NA,NA,"google_map_1.png","6.43545050396569","2","objects/2/2_55.jpg","1.0","","","Mango.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,7,1,68,NA,NA,NA,"241.840336134454",NA,NA,"YA"
"10831","lists/35/stimuli_position_map_1_seq_2.csv","4.28729166456154","241.840336134454","331.840336134454","151.840336134454","low","truck_det","245.768311981235","None","0","",0,1,NA,"google_map_1.png","3.92797584678077","2","truck_6.png","None","None","None","None","truck_6.png",NA,"",35,"r",NA,"encoding","",26,"m",1,NA,8,1,69,801.400024414062,793.700012207031,237.988532314378,"241.840336134454",7.77977966685671,3.8518038200757,"YA"
"11033","lists/35/stimuli_position_map_1_seq_2.csv","4.58632860230037","241.840336134454","331.840336134454","151.840336134454","low","first7","262.910556819766","human-made","1","",NA,NA,NA,"google_map_1.png","21.0702206853127","2","objects/2/2_120.jpg","1.0","","","BridgeWooden.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,10,1,70,772.900024414062,816.099975585938,235.876352187066,"241.840336134454",27.0342046326996,5.96398394738765,"YA"
"11123","lists/35/stimuli_position_map_1_seq_2.csv","4.19302691282664","241.840336134454","331.840336134454","151.840336134454","low","first7","240.364600098342","human-made","0","",0,0,NA,"google_map_1.png","1.4757360361113","2","objects/1/1_28.jpg","1.0","None","None","Plunger.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,11,1,71,826.599975585938,783.5,241.284131168273,"241.840336134454",0.919531069931082,0.5562049661809,"YA"
"11335","lists/35/stimuli_position_map_1_seq_2.csv","3.70437015766765","241.840336134454","331.840336134454","151.840336134454","low","first7","212.352429420439","natural","1","",NA,NA,NA,"google_map_1.png","29.4879067140151","2","objects/2/2_74.jpg","1.0","","","Crab.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,13,1,72,806.599975585938,812.099975585938,240.587284706552,"241.840336134454",28.2348552861134,1.2530514279016,"YA"
"11436","lists/35/stimuli_position_map_1_seq_2.csv","5.13763346868223","241.840336134454","331.840336134454","151.840336134454","medium","target","294.514020497707","natural","0","",0,0,NA,"google_map_1.png","52.6736843632534","2","objects/1/1_15.jpg","0.0","None","None","Squid_Pink.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,14,1,73,674.099975585938,631.799987792969,197.801368389721,"241.840336134454",96.7126521079858,44.0389677447328,"YA"
"11534","lists/35/stimuli_position_map_1_seq_2.csv","4.09343663797858","241.840336134454","331.840336134454","151.840336134454","low","target","234.655603451001","human-made","0","",0,0,NA,"google_map_1.png","7.1847326834525","2","objects/1/1_18.jpg","0.0","None","None","Stool_Wood.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,15,1,74,728.799987792969,713.5,216.885753324397,"241.840336134454",17.7698501266045,24.9545828100574,"YA"
"11636","lists/35/stimuli_position_map_1_seq_2.csv","4.39681388349271","241.840336134454","331.840336134454","151.840336134454","low","truck_det","252.04665574162","None","0","",0,1,NA,"google_map_1.png","10.2063196071667","2","truck_6.png","None","None","None","None","truck_6.png",NA,"",35,"r",NA,"encoding","",26,"m",1,NA,16,1,75,744.200012207031,763.5,226.004172641742,"241.840336134454",26.0424830998775,15.8361634927115,"YA"
"11736","lists/35/stimuli_position_map_1_seq_2.csv","1.07766999988006","241.840336134454","331.840336134454","151.840336134454","high","target","61.7772611396215","human-made","0","",0,0,NA,"google_map_1.png","179.936925005168","2","objects/1/1_82.jpg","0.0","None","None","Chair_Dining.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,17,1,76,853.200012207031,803.5,247.936645394688,"241.840336134454",173.840615744933,6.09630926023448,"YA"
"11829","lists/35/stimuli_position_map_1_seq_2.csv","5.03620528086908","241.840336134454","331.840336134454","151.840336134454","medium","target","288.699665782304","human-made","0","",0,0,NA,"google_map_1.png","46.8593296478503","2","objects/1/1_110.jpg","0.0","None","None","Stapler_Regular.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,18,1,77,794.5,739.599975585938,230.335889251466,"241.840336134454",58.3637765308379,11.5044468829878,"YA"
"11935","lists/35/stimuli_position_map_1_seq_2.csv","4.07521662821578","241.840336134454","331.840336134454","151.840336134454","low","target","233.611144292624","human-made","0","",0,0,NA,"google_map_1.png","8.22919184182945","2","objects/2/2_96.jpg","1.0","None","None","Microwave.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,19,1,78,882.599975585938,765.099975585938,251.024605327176,"241.840336134454",17.4134610345522,9.18426919272218,"YA"
"12031","lists/35/stimuli_position_map_1_seq_2.csv","4.31343715384363","241.840336134454","331.840336134454","151.840336134454","low","target","247.267097991036","human-made","0","",0,0,NA,"google_map_1.png","5.42676185658211","2","objects/1/1_92.jpg","0.0","None","None","TimerKitchen.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,20,1,79,763.200012207031,712.5,221.235357114169,"241.840336134454",26.031740876867,20.604979020285,"YA"
"12137","lists/35/stimuli_position_map_1_seq_2.csv","5.75532861008197","241.840336134454","331.840336134454","151.840336134454","medium","target","329.923296119349","natural","0","",0,0,NA,"google_map_1.png","88.0829599848948","2","objects/1/1_35.jpg","0.0","None","None","Bird_Falcon.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,21,1,80,816.700012207031,804.900024414062,241.588440019784,"241.840336134454",88.3348560995654,0.251896114670359,"YA"
"12233","lists/35/stimuli_position_map_1_seq_2.csv","5.35712295926996","241.840336134454","331.840336134454","151.840336134454","medium","target","307.096220595093","natural","0","",0,0,NA,"google_map_1.png","65.2558844606392","2","objects/1/1_113.jpg","0.0","None","None","Pepper_Green.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,22,1,81,832,788,242.700427788667,"241.840336134454",64.3957928064258,0.860091654213193,"YA"
"12333","lists/35/stimuli_position_map_1_seq_2.csv","4.00360387332624","241.840336134454","331.840336134454","151.840336134454","low","truck_det","229.505954521886","None","0","",0,1,NA,"google_map_1.png","12.3343816125676","2","truck_2.png","None","None","None","None","truck_2.png",NA,"",35,"r",NA,"encoding","",26,"m",1,NA,23,1,82,950.200012207031,770.599975585938,267.566520677472,"241.840336134454",38.0605661555864,25.7261845430184,"YA"
"12434","lists/35/stimuli_position_map_1_seq_2.csv","1.014157171991","241.840336134454","331.840336134454","151.840336134454","high","target","58.1363983943886","human-made","0","",0,0,NA,"google_map_1.png","176.296062259935","2","objects/1/1_122.jpg","0.0","None","None","Button.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,24,1,83,907.799987792969,776.099975585938,257.532871175438,"241.840336134454",160.60352721895,15.6925350409843,"YA"
"12534","lists/35/stimuli_position_map_1_seq_2.csv","0.744155406410619","241.840336134454","331.840336134454","151.840336134454","high","target","42.6585901764049","human-made","0","",0,0,NA,"google_map_1.png","160.818254041951","2","objects/1/1_80.jpg","0.0","None","None","Vase_Decorative.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,25,1,84,797.099975585938,704.299987792969,225.24514517307,"241.840336134454",177.413445003335,16.5951909613837,"YA"
"12632","lists/35/stimuli_position_map_1_seq_2.csv","4.30253301089225","241.840336134454","331.840336134454","151.840336134454","low","target","246.642019732677","natural","0","",0,0,NA,"google_map_1.png","4.80168359822312","2","objects/2/2_38.jpg","1.0","None","None","Cauliflower.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,26,1,85,NA,NA,NA,"241.840336134454",NA,NA,"YA"
"12733","lists/35/stimuli_position_map_1_seq_2.csv","1.04256822712608","241.840336134454","331.840336134454","151.840336134454","high","target","59.7650576059534","human-made","0","",0,0,NA,"google_map_1.png","177.9247214715","2","objects/1/1_57.jpg","0.0","None","None","Chest_Toys.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,27,1,86,805.599975585938,797.900024414062,239.091814864133,"241.840336134454",179.32675725818,2.74852127032099,"YA"
"12836","lists/35/stimuli_position_map_1_seq_2.csv","0.679654695928376","241.840336134454","331.840336134454","151.840336134454","high","target","38.9610972188241","human-made","0","",0,0,NA,"google_map_1.png","157.12076108437","2","objects/1/1_65.jpg","0.0","None","None","Hanger.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,28,1,87,804.5,674.599975585938,220.879290153776,"241.840336134454",178.081807065048,20.9610459806775,"YA"
"12927","lists/35/stimuli_position_map_1_seq_2.csv","1.43265063206321","241.840336134454","331.840336134454","151.840336134454","high","target","82.1264693539417","human-made","0","",0,0,NA,"google_map_1.png","159.713866780512","2","objects/1/1_125.jpg","0.0","None","None","RibbonString.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,29,1,88,858,731.299987792969,241.933730054396,"241.840336134454",159.807260700454,0.0933939199420877,"YA"
"13029","lists/35/stimuli_position_map_1_seq_2.csv","0.912095238095238","241.840336134454","61.8403361344538","245.361344537815","singletons","singletons","52.2857142857143","human-made","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_89.jpg","0.0","None","None","Bottle_Spray.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,30,1,89,689.599975585938,331.299987792969,142.338339855391,"241.840336134454",90.0526255696766,99.501996279063,"YA"
"13133","lists/35/stimuli_position_map_1_seq_2.csv","4.11802349675911","241.840336134454","331.840336134454","151.840336134454","low","truck_det","236.06504121549","None","0","",0,1,NA,"google_map_1.png","5.77529491896353","2","truck_6.png","None","None","None","None","truck_6.png",NA,"",35,"r",NA,"encoding","",26,"m",1,NA,31,1,90,817.200012207031,775.099975585938,238.725457794422,"241.840336134454",2.66041657893243,3.11487834003157,"YA"
"13234","lists/35/stimuli_position_map_1_seq_2.csv","3.54342110177404","241.840336134454","151.840336134454","118.655462184874","singletons","singletons","203.126050420168","human-made","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_29.jpg","0.0","None","None","Bib.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,32,1,91,921.599975585938,658.299987792969,252.016636095301,"241.840336134454",48.8905856751333,10.1762999608474,"YA"
"13433","lists/35/stimuli_position_map_1_seq_2.csv","4.62837425430486","241.840336134454","331.840336134454","151.840336134454","low","target","265.320817125756","human-made","1","",NA,NA,NA,"google_map_1.png","23.4804809913026","2","objects/1/1_63.jpg","1.0","","","Level.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,34,1,92,781,758.400024414062,230.662057481619,"241.840336134454",34.658759644137,11.178278652835,"YA"
"13530","lists/35/stimuli_position_map_1_seq_2.csv","5.83277556749647","241.840336134454","331.840336134454","151.840336134454","medium","target","334.362930620817","natural","0","",0,0,NA,"google_map_1.png","92.5225944863632","2","objects/1/1_6.jpg","0.0","None","None","Hand.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,35,1,93,NA,NA,NA,"241.840336134454",NA,NA,"YA"
"13636","lists/35/stimuli_position_map_1_seq_2.csv","5.43797572362278","241.840336134454","241.840336134454","245.361344537815","singletons","singletons","311.731092436975","human-made","0","",0,0,NA,"google_map_1.png","None","2","objects/1/1_13.jpg","0.0","None","None","LicensePlate.jpg","truck_1.png",NA,"",35,"r",NA,"encoding","",26,"m",NA,NA,36,1,94,947.099975585938,583.099975585938,253.337312191546,"241.840336134454",58.3937802454287,11.4969760570923,"YA"
