"","list","radians","center","pos_1","pos_2","type","trial_type","degrees","human_manmade","cat_obj","old_new","key1","key2","response","map_file","PE","sequence","object","isFiller","key_resp.keys","key_resp2.keys","stimulus","truck","natural_manmade_resp.corr","natural_manmade_resp.keys","participant","handedness","conf_resp.keys","phase","key_resp_5.keys","age","gender","truck_det_acc","location_error","trial_n_block","block","trial_n","x","y","fixations","center_low","fixation_error","fixation_prediction","age_group"
"47","lists/102/stimuli_position_map_1_seq_1.csv","3.99803622636987","221.226890756303","311.226890756303","131.226890756303","low","first7","229.18679004668","human-made","1","",NA,NA,NA,"google_map_2.png","7.95989929037792","1","objects/1/1_38.jpg","1.0","","","Bag_Gift.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,2,1,21,1404.5,228.100006103516,35.0568504972285,"221.226890756303",165.870060450549,173.829959740926,"CH"
"49","lists/102/stimuli_position_map_1_seq_1.csv","3.95949461499257","221.226890756303","311.226890756303","131.226890756303","low","first7","226.977398311676","natural","0","",NA,NA,NA,"google_map_2.png","5.75050755537367","1","objects/1/1_75.jpg","1.0","","","Teardrop.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,4,1,22,876.599975585938,301.299987792969,109.259038221331,"221.226890756303",117.718360090345,111.967852534972,"CH"
"51","lists/102/stimuli_position_map_1_seq_1.csv","3.88240010930617","221.226890756303","311.226890756303","131.226890756303","low","first7","222.557968049398","human-made","1","",NA,NA,NA,"google_map_2.png","1.33107729309593","1","objects/2/2_86.jpg","1.0","","","Envelope_Letter.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,6,1,23,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"52","lists/102/stimuli_position_map_1_seq_1.csv","3.60061977089611","221.226890756303","311.226890756303","131.226890756303","low","first7","206.404955019522","human-made","0","",0,0,NA,"google_map_2.png","14.8219357367804","1","objects/2/2_49.jpg","1.0","None","None","Mop.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,7,1,24,828.700012207031,734.200012207031,235.937099016949,"221.226890756303",29.5321439974266,14.7102082606456,"CH"
"53","lists/102/stimuli_position_map_1_seq_1.csv","3.892029896","221.226890756303","311.226890756303","131.226890756303","low","first7","223.109994038216","human-made","0","",0,0,NA,"google_map_2.png","1.88310328191375","1","objects/2/2_47.jpg","1.0","None","None","BicycleWheel.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,8,1,25,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"54","lists/102/stimuli_position_map_1_seq_1.csv","3.70266828132979","221.226890756303","311.226890756303","131.226890756303","low","truck_det","212.25486963037","None","0","",0,0,NA,"google_map_2.png","8.97202112593223","1","truck_5.png","None","None","None","None","truck_5.png",NA,"",102,"r",NA,"encoding","",9,"m",0,NA,9,1,26,763.099975585938,397.600006103516,144.125183775641,"221.226890756303",68.1296858547295,77.1017069806625,"CH"
"56","lists/102/stimuli_position_map_1_seq_1.csv","3.76892359896603","221.226890756303","311.226890756303","131.226890756303","low","first7","216.052945163658","natural","0","",NA,NA,NA,"google_map_2.png","5.17394559264454","1","objects/2/2_16.jpg","1.0","","","Tomato.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,11,1,27,741.599975585938,668.400024414062,210.451787087794,"221.226890756303",5.60115807586371,10.7751036685087,"CH"
"57","lists/102/stimuli_position_map_1_seq_1.csv","3.95892672944881","221.226890756303","311.226890756303","131.226890756303","low","first7","226.944844363308","human-made","0","",0,0,NA,"google_map_2.png","5.7179536070052","1","objects/2/2_109.jpg","1.0","None","None","Tire_Hollow.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,12,1,28,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"59","lists/102/stimuli_position_map_1_seq_1.csv","4.44749357474022","221.226890756303","311.226890756303","131.226890756303","low","target","254.951860972369","natural","1","",NA,NA,NA,"google_map_2.png","33.7249702160669","1","objects/1/1_70.jpg","1.0","","","Radish.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,14,1,29,700.799987792969,728.200012207031,215.982660866238,"221.226890756303",38.9692001061314,5.24422989006538,"CH"
"60","lists/102/stimuli_position_map_1_seq_1.csv","3.38554154995331","221.226890756303","131.226890756303","269.495798319328","singletons","singletons","194.075630252101","human-made","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_90.jpg","0.0","None","None","Bench_Black.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,15,1,30,789.799987792969,657.299987792969,214.574186767976,"221.226890756303",20.498556515875,6.65270398832698,"CH"
"61","lists/102/stimuli_position_map_1_seq_1.csv","6.28","221.226890756303","221.226890756303","245.361344537815","singletons","singletons","360.0","natural","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_96.jpg","0.0","None","None","Shark_Hammerhead.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,16,1,31,830.200012207031,753.5,238.701968558576,"221.226890756303",121.298031441424,17.4750778022729,"CH"
"62","lists/102/stimuli_position_map_1_seq_1.csv","3.89065745710492","221.226890756303","311.226890756303","131.226890756303","low","truck_det","223.031319197098","None","0","",0,0,NA,"google_map_2.png","1.80442844079502","1","truck_3.png","None","None","space","None","truck_3.png",NA,"",102,"r",NA,"encoding","",9,"m",1,NA,17,1,32,916.5,564.900024414062,209.78744135211,"221.226890756303",13.2438778449876,11.4394494041926,"CH"
"63","lists/102/stimuli_position_map_1_seq_1.csv","5.9177583225258","221.226890756303","311.226890756303","131.226890756303","medium","target","339.234553520587","human-made","0","",0,0,NA,"google_map_2.png","118.007662764285","1","objects/1/1_11.jpg","0.0","None","None","ShoeLace_Flat.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,18,1,33,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"64","lists/102/stimuli_position_map_1_seq_1.csv","5.25645562606867","221.226890756303","311.226890756303","131.226890756303","medium","target","301.325481749159","natural","0","",0,0,NA,"google_map_2.png","80.0985909928567","1","objects/1/1_2.jpg","0.0","None","None","Honeycomb.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,19,1,34,752.5,346.700012207031,137.029093392512,"221.226890756303",164.296388356647,84.1977973637914,"CH"
"65","lists/102/stimuli_position_map_1_seq_1.csv","3.46803392561648","221.226890756303","311.226890756303","131.226890756303","low","target","198.804492551263","natural","0","",0,0,NA,"google_map_2.png","22.4223982050395","1","objects/1/1_88.jpg","0.0","None","None","Corn_Kernels.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,20,1,35,895.599975585938,615.5,229.536469766509,"221.226890756303",30.7319772152464,8.30957901020639,"CH"
"66","lists/102/stimuli_position_map_1_seq_1.csv","2.59614379084967","221.226890756303","221.226890756303","233.294117647059","singletons","singletons","148.823529411765","natural","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_48.jpg","0.0","None","None","Bird_Cardinal.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,21,1,36,830.200012207031,709.099975585938,232.490401725543,"221.226890756303",83.6668723137775,11.2635109692395,"CH"
"67","lists/102/stimuli_position_map_1_seq_1.csv","3.54342110177404","221.226890756303","221.226890756303","332.848739495798","singletons","singletons","203.126050420168","human-made","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_65.jpg","0.0","None","None","Hanger.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,22,1,37,915.900024414062,447.5,115.489775095088,"221.226890756303",87.6362753250798,105.737115661215,"CH"
"68","lists/102/stimuli_position_map_1_seq_1.csv","5.9930559920613","221.226890756303","311.226890756303","131.226890756303","medium","target","343.550980436635","natural","0","",0,0,NA,"google_map_2.png","122.324089680333","1","objects/1/1_58.jpg","0.0","None","None","Leg.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,23,1,38,1428.5,-434.200012207031,64.3167541886376,"221.226890756303",80.7657737520026,156.910136567665,"CH"
"69","lists/102/stimuli_position_map_1_seq_1.csv","3.51557018940863","221.226890756303","311.226890756303","131.226890756303","low","truck_det","201.52950130368","None","0","",0,0,NA,"google_map_2.png","19.6973894526229","1","truck_6.png","None","None","space","None","truck_6.png",NA,"",102,"r",NA,"encoding","",9,"m",1,NA,24,1,39,811.5,584.099975585938,196.539815344953,"221.226890756303",4.98968595872742,24.6870754113504,"CH"
"70","lists/102/stimuli_position_map_1_seq_1.csv","2.94882901940873","221.226890756303","311.226890756303","131.226890756303","low","target","169.041153978845","human-made","0","",0,0,NA,"google_map_2.png","52.1857367774578","1","objects/1/1_5.jpg","0.0","None","None","DusterFeather.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,25,1,40,690.599975585938,367.600006103516,147.383174338203,"221.226890756303",21.657979640642,73.8437164181,"CH"
"71","lists/102/stimuli_position_map_1_seq_1.csv","1.31697847528386","221.226890756303","311.226890756303","131.226890756303","high","target","75.4955813856991","human-made","0","",0,0,NA,"google_map_2.png","145.731309370603","1","objects/1/1_44.jpg","0.0","None","None","Glass_Bowl.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,26,1,41,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"73","lists/102/stimuli_position_map_1_seq_1.csv","3.65578262755025","221.226890756303","311.226890756303","131.226890756303","low","target","209.567156993326","natural","1","",NA,NA,NA,"google_map_2.png","11.6597337629761","1","objects/2/2_79.jpg","1.0","","","Flower_Sun.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,28,1,42,888.900024414062,362.100006103516,111.784742791195,"221.226890756303",97.7824142021312,109.442147965108,"CH"
"74","lists/102/stimuli_position_map_1_seq_1.csv","3.75998956313176","221.226890756303","311.226890756303","131.226890756303","low","target","215.540802982075","natural","0","",0,0,NA,"google_map_2.png","5.68608777422706","1","objects/1/1_8.jpg","0.0","None","None","Seahorse.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,29,1,43,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"75","lists/102/stimuli_position_map_1_seq_1.csv","5.54322875816993","221.226890756303","41.2268907563025","169.941176470588","singletons","singletons","317.764705882353","natural","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_113.jpg","0.0","None","None","Pepper_Green.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,30,1,44,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"76","lists/102/stimuli_position_map_1_seq_1.csv","3.77104596873835","221.226890756303","311.226890756303","131.226890756303","low","target","216.174609672899","natural","0","",0,0,NA,"google_map_2.png","5.05228108340379","1","objects/1/1_21.jpg","1.0","None","None","Olives.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,31,1,45,629.299987792969,769.700012207031,214.783351094957,"221.226890756303",1.39125857794241,6.44353966134639,"CH"
"77","lists/102/stimuli_position_map_1_seq_1.csv","3.64178643637306","221.226890756303","311.226890756303","131.226890756303","low","truck_det","208.764827562787","None","0","",0,0,NA,"google_map_2.png","12.4620631935156","1","truck_4.png","None","None","space","None","truck_4.png",NA,"",102,"r",NA,"encoding","",9,"m",1,NA,32,1,46,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"79","lists/102/stimuli_position_map_1_seq_1.csv","3.53561100246638","221.226890756303","311.226890756303","131.226890756303","low","target","202.678337721002","natural","1","",NA,NA,NA,"google_map_2.png","18.5485530353001","1","objects/1/1_67.jpg","1.0","","","Hedgehog.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,34,1,47,622.700012207031,-237.699996948242,113.447090685614,"221.226890756303",89.2312470353884,107.779800070689,"CH"
"80","lists/102/stimuli_position_map_1_seq_1.csv","3.59604761904762","221.226890756303","221.226890756303","166.924369747899","singletons","singletons","206.142857142857","human-made","0","",0,0,NA,"google_map_2.png","None","1","objects/1/1_89.jpg","0.0","None","None","Bottle_Spray.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,35,1,48,754.5,545.5,181.533097696824,"221.226890756303",24.6097594460327,39.6937930594787,"CH"
"81","lists/102/stimuli_position_map_1_seq_1.csv","4.32587905998921","221.226890756303","311.226890756303","131.226890756303","low","target","247.980328279636","human-made","0","",0,0,NA,"google_map_2.png","26.7534375233336","1","objects/1/1_115.jpg","0.0","None","None","Glass_Cup.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,36,1,49,743,308.200012207031,133.111252945872,"221.226890756303",114.869075333764,88.1156378104314,"CH"
"82","lists/102/stimuli_position_map_1_seq_1.csv","4.80978305481377","221.226890756303","311.226890756303","131.226890756303","medium","target","275.720047728178","human-made","0","",0,0,NA,"google_map_2.png","54.4931569718756","1","objects/1/1_83.jpg","0.0","None","None","HairDryer.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,37,1,50,698.299987792969,601.400024414062,193.203909771053,"221.226890756303",82.5161379571246,28.0229809852496,"CH"
"83","lists/102/stimuli_position_map_1_seq_1.csv","3.44440536622671","221.226890756303","311.226890756303","131.226890756303","low","truck_det","197.449989146754","None","0","",0,0,NA,"google_map_2.png","23.7769016095485","1","truck_6.png","None","None","None","None","truck_6.png",NA,"",102,"r",NA,"encoding","",9,"m",0,NA,38,1,51,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"84","lists/102/stimuli_position_map_1_seq_1.csv","6.09863311795754","221.226890756303","311.226890756303","131.226890756303","medium","target","349.603172366993","human-made","0","",1,0,NA,"google_map_2.png","128.37628161069","1","objects/1/1_50.jpg","0.0","None","None","Lock_Bike.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,39,1,52,696.299987792969,408.299987792969,153.46102685706,"221.226890756303",163.857854490067,67.7658638992425,"CH"
"85","lists/102/stimuli_position_map_1_seq_1.csv","0.371754470758636","221.226890756303","311.226890756303","131.226890756303","high","target","21.3107658396671","natural","0","",0,0,NA,"google_map_2.png","160.083875083365","1","objects/1/1_33.jpg","0.0","None","None","Leaf_Clover.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,40,1,53,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"86","lists/102/stimuli_position_map_1_seq_1.csv","0.234627466264677","221.226890756303","311.226890756303","131.226890756303","high","target","13.4499821425611","human-made","0","",0,0,NA,"google_map_2.png","152.223091386259","1","objects/1/1_93.jpg","0.0","None","None","CookieCutter_Tree.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,41,1,54,878.299987792969,440.799987792969,129.474485032224,"221.226890756303",116.024502889663,91.7524057240794,"CH"
"88","lists/102/stimuli_position_map_1_seq_1.csv","3.90617335001551","221.226890756303","311.226890756303","131.226890756303","low","target","223.920765287513","natural","1","",NA,NA,NA,"google_map_2.png","2.69387453121058","1","objects/2/2_27.jpg","1.0","","","Sand.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,43,1,55,308.600006103516,1471.80004882812,235.043487353466,"221.226890756303",11.1227220659526,13.8165965971626,"CH"
"89","lists/102/stimuli_position_map_1_seq_1.csv","0.318107437519387","221.226890756303","311.226890756303","131.226890756303","high","target","18.2354582017483","human-made","0","",0,0,NA,"google_map_2.png","157.008567445446","1","objects/1/1_19.jpg","0.0","None","None","Crayon_Green.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,44,1,56,856.799987792969,552.900024414062,187.125028860731,"221.226890756303",168.889570658983,34.1018618955719,"CH"
"91","lists/102/stimuli_position_map_1_seq_1.csv","3.17789700754879","221.226890756303","311.226890756303","131.226890756303","low","target","182.172439923179","human-made","1","",NA,NA,NA,"google_map_2.png","39.0544508331237","1","objects/2/2_53.jpg","1.0","","","Ring_Plain.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,46,1,57,963.299987792969,565.599975585938,277.345257805454,"221.226890756303",95.1728178822754,56.1183670491514,"CH"
"92","lists/102/stimuli_position_map_1_seq_1.csv","4.04736127373551","221.226890756303","311.226890756303","131.226890756303","low","truck_det","232.014340532609","None","0","",0,0,NA,"google_map_2.png","10.7874497763064","1","truck_2.png","None","None","None","None","truck_2.png",NA,"",102,"r",NA,"encoding","",9,"m",0,NA,47,1,58,761.299987792969,549.099975585938,182.622174618346,"221.226890756303",49.3921659142628,38.6047161379568,"CH"
"93","lists/102/stimuli_position_map_1_seq_1.csv","0.396115788074707","221.226890756303","311.226890756303","131.226890756303","high","target","22.7072744756201","natural","0","",1,0,NA,"google_map_2.png","161.480383719318","1","objects/1/1_59.jpg","0.0","None","None","Stingray.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,48,1,59,777.200012207031,550.299987792969,183.22495906718,"221.226890756303",160.51768459156,38.0019316891234,"CH"
"94","lists/102/stimuli_position_map_1_seq_1.csv","1.17928960463501","221.226890756303","311.226890756303","131.226890756303","high","target","67.602588800733","natural","0","",0,0,NA,"google_map_2.png","153.62430195557","1","objects/1/1_45.jpg","0.0","None","None","OrangeBlood.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,49,1,60,1038.80004882812,392.100006103516,61.9516312016109,"221.226890756303",5.65095759912212,159.275259554692,"CH"
"96","lists/102/stimuli_position_map_1_seq_1.csv","3.59423787675299","221.226890756303","311.226890756303","131.226890756303","low","target","206.039113953993","natural","0","",NA,NA,NA,"google_map_2.png","15.1877768023092","1","objects/2/2_111.jpg","1.0","","","Cat.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,51,1,61,891.5,166.5,100.392568121302,"221.226890756303",105.646545832691,120.834322635001,"CH"
"97","lists/102/stimuli_position_map_1_seq_1.csv","5.61833897134991","221.226890756303","311.226890756303","131.226890756303","medium","target","322.07038689267","natural","0","",0,0,NA,"google_map_2.png","100.843496136367","1","objects/1/1_14.jpg","0.0","None","None","Pumpkin.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,52,1,62,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"98","lists/102/stimuli_position_map_1_seq_1.csv","3.46037019410155","221.226890756303","311.226890756303","131.226890756303","low","target","198.365170362509","natural","0","",0,0,NA,"google_map_2.png","22.8617203937932","1","objects/1/1_97.jpg","0.0","None","None","PassionFruit.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,53,1,63,918.200012207031,432.600006103516,111.265945945819,"221.226890756303",87.0992244166898,109.960944810484,"CH"
"99","lists/102/stimuli_position_map_1_seq_1.csv","4.10872731496785","221.226890756303","311.226890756303","131.226890756303","low","target","235.53213907459","human-made","0","",0,0,NA,"google_map_2.png","14.3052483182876","1","objects/1/1_22.jpg","0.0","None","None","CompassCardinal.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,54,1,64,NA,NA,NA,"221.226890756303",NA,NA,"CH"
"101","lists/102/stimuli_position_map_1_seq_2.csv","5.21477874534118","311.226890756303","41.2268907563025","221.226890756303","low","first7","298.936361197902","natural","0","",0,0,NA,"google_map_2.png","12.2905295584003","2","objects/1/1_60.jpg","1.0","None","None","Flower_Tulip.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,1,1,65,793.400024414062,366.299987792969,133.804751294106,"311.226890756303",165.131609903796,177.422139462197,"CH"
"103","lists/102/stimuli_position_map_1_seq_2.csv","5.59419858648624","311.226890756303","41.2268907563025","221.226890756303","low","first7","320.68654317437","natural","0","",NA,NA,NA,"google_map_2.png","9.4596524180676","2","objects/2/2_67.jpg","1.0","","","Eggplant.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,3,1,66,937,699,261.76902489881,"311.226890756303",58.9175182755603,49.4578658574933,"CH"
"105","lists/102/stimuli_position_map_1_seq_2.csv","5.57571489793306","311.226890756303","41.2268907563025","221.226890756303","low","first7","319.626968671322","human-made","1","",NA,NA,NA,"google_map_2.png","8.40007791501933","2","objects/1/1_112.jpg","1.0","","","Wheel_Steering.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,5,1,67,948.299987792969,663,264.566257151767,"311.226890756303",55.0607115195548,46.6606336045358,"CH"
"107","lists/102/stimuli_position_map_1_seq_2.csv","5.89225988156821","311.226890756303","41.2268907563025","221.226890756303","low","first7","337.772859452955","human-made","1","",NA,NA,NA,"google_map_2.png","26.5459686966524","2","objects/1/1_47.jpg","1.0","","","PaperTowel_Kitchen.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,7,1,68,941.099975585938,635.799987792969,258.839649080741,"311.226890756303",78.9332103722136,52.3872416755616,"CH"
"108","lists/102/stimuli_position_map_1_seq_2.csv","4.93876808488468","311.226890756303","41.2268907563025","221.226890756303","low","truck_det","283.114094037975","None","0","",0,0,NA,"google_map_2.png","28.1127967183274","2","truck_5.png","None","None","None","None","truck_5.png",NA,"",102,"r",NA,"encoding","",9,"m",0,NA,8,1,69,969.599975585938,615.5,277.246387297979,"311.226890756303",5.86770673999575,33.9805034583238,"CH"
"110","lists/102/stimuli_position_map_1_seq_2.csv","4.74841877486596","311.226890756303","41.2268907563025","221.226890756303","low","first7","272.202350151552","human-made","1","",NA,NA,NA,"google_map_2.png","39.0245406047504","2","objects/2/2_31.jpg","1.0","","","Box_Staples.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,10,1,70,908.599975585938,763.099975585938,257.026009490164,"311.226890756303",15.176340661388,54.200881266139,"CH"
"111","lists/102/stimuli_position_map_1_seq_2.csv","5.61212056120868","311.226890756303","41.2268907563025","221.226890756303","low","first7","321.713917521517","human-made","0","",0,0,NA,"google_map_2.png","10.4870267652142","2","objects/1/1_54.jpg","1.0","None","None","Rope_Manila.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,11,1,71,701.599975585938,676.700012207031,207.879948999946,"311.226890756303",113.833968521571,103.346941756357,"CH"
"112","lists/102/stimuli_position_map_1_seq_2.csv","5.70248638024872","311.226890756303","41.2268907563025","221.226890756303","low","first7","326.894123708525","natural","0","",0,0,NA,"google_map_2.png","15.6672329522229","2","objects/1/1_87.jpg","1.0","None","None","Acorn.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,12,1,72,698,664.5,205.416638863929,"311.226890756303",121.477484844596,105.810251892374,"CH"
"113","lists/102/stimuli_position_map_1_seq_2.csv","0.806842203548086","311.226890756303","311.226890756303","34.1848739495798","singletons","singletons","46.2521008403361","human-made","0","",0,0,NA,"google_map_2.png","None","2","objects/1/1_78.jpg","0.0","None","None","WateringCan_PlasticDarkGreen.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,13,1,73,728.099975585938,528.5,177.161008767308,"311.226890756303",130.908907926972,134.065881988995,"CH"
"114","lists/102/stimuli_position_map_1_seq_2.csv","5.42677338817607","311.226890756303","41.2268907563025","221.226890756303","low","target","311.088920341304","human-made","0","",0,0,NA,"google_map_2.png","0.137970414998882","2","objects/1/1_104.jpg","1.0","None","None","Battery_AA.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,14,1,74,762.5,576.599975585938,190.498741861959,"311.226890756303",120.590178479345,120.728148894344,"CH"
"115","lists/102/stimuli_position_map_1_seq_2.csv","5.6362967301853","311.226890756303","41.2268907563025","221.226890756303","low","truck_det","323.099812558393","None","0","",0,0,NA,"google_map_2.png","11.8729218020903","2","truck_4.png","None","None","None","None","truck_4.png",NA,"",102,"r",NA,"encoding","",9,"m",0,NA,15,1,75,NA,NA,NA,"311.226890756303",NA,NA,"CH"
"117","lists/102/stimuli_position_map_1_seq_2.csv","5.62389745137548","311.226890756303","41.2268907563025","221.226890756303","low","target","322.389025875027","human-made","0","",NA,NA,NA,"google_map_2.png","11.162135118725","2","objects/2/2_11.jpg","1.0","","","Screw.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,17,1,76,604.799987792969,661.5,198.883806655316,"311.226890756303",123.505219219711,112.343084100987,"CH"
"118","lists/102/stimuli_position_map_1_seq_2.csv","5.22140846372876","311.226890756303","41.2268907563025","221.226890756303","low","target","299.316408748782","human-made","0","",0,0,NA,"google_map_2.png","11.9104820075204","2","objects/1/1_29.jpg","0.0","None","None","Bib.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,18,1,77,371.600006103516,527.5,178.782988548193,"311.226890756303",120.533420200589,132.44390220811,"CH"
"119","lists/102/stimuli_position_map_1_seq_2.csv","1.96006385732678","311.226890756303","41.2268907563025","221.226890756303","high","target","112.360348509179","natural","0","",0,0,NA,"google_map_2.png","161.133457752876","2","objects/1/1_123.jpg","0.0","None","None","Nuts_Walnut.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,19,1,78,431.399993896484,549.799987792969,181.062114292663,"311.226890756303",68.7017657834836,130.16477646364,"CH"
"120","lists/102/stimuli_position_map_1_seq_2.csv","5.56484617261192","311.226890756303","41.2268907563025","221.226890756303","low","target","319.003920722976","human-made","0","",0,0,NA,"google_map_2.png","7.77702996667363","2","objects/1/1_52.jpg","0.0","None","None","Sink_Bathroom.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,20,1,79,NA,NA,NA,"311.226890756303",NA,NA,"CH"
"121","lists/102/stimuli_position_map_1_seq_2.csv","3.75392717086835","311.226890756303","131.226890756303","178.991596638655","singletons","singletons","215.193277310924","human-made","0","",0,0,NA,"google_map_2.png","None","2","objects/1/1_111.jpg","0.0","None","None","Tripod.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,21,1,80,NA,NA,NA,"311.226890756303",NA,NA,"CH"
"122","lists/102/stimuli_position_map_1_seq_2.csv","5.49629828959193","311.226890756303","41.2268907563025","221.226890756303","low","target","315.074424244124","human-made","0","",0,0,NA,"google_map_2.png","3.84753348782102","2","objects/1/1_110.jpg","0.0","None","None","Stapler_Regular.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,22,1,81,885.799987792969,732.599975585938,248.930594814154,"311.226890756303",66.14382942997,62.2962959421491,"CH"
"123","lists/102/stimuli_position_map_1_seq_2.csv","5.35466169253191","311.226890756303","41.2268907563025","221.226890756303","low","truck_det","306.955128871256","None","0","",0,0,NA,"google_map_2.png","4.27176188504665","2","truck_2.png","None","None","None","None","truck_2.png",NA,"",102,"r",NA,"encoding","",9,"m",0,NA,23,1,82,1688.40002441406,-519.599975585938,55.4942294423359,"311.226890756303",108.53910057108,104.267338686033,"CH"
"124","lists/102/stimuli_position_map_1_seq_2.csv","5.44179890043252","311.226890756303","41.2268907563025","221.226890756303","low","target","311.950255438807","human-made","0","",1,0,NA,"google_map_2.png","0.723364682504262","2","objects/1/1_16.jpg","0.0","None","None","Triangle.jpg","truck_1.png",NA,"",102,"r",NA,"encoding","",9,"m",NA,NA,24,1,83,1026.09997558594,753,287.240607327292,"311.226890756303",24.7096481115151,23.9862834290111,"CH"
